4-7-9-11-21-42,1/2/06
2-9-15-16-39-43,1/4/06
10-27-29-34-42-44,1/6/06
3-13-14-15-31-39,1/9/06
5-15-18-26-28-40,1/11/06
15-20-25-29-31-37,1/13/06
3-20-25-28-30-43,1/16/06
5-11-19-38-41-42,1/18/06
6-14-16-32-33-43,1/20/06
12-16-28-36-43-45,1/23/06
6-11-13-27-43-45,1/25/06
10-12-14-18-32-44,1/27/06
9-25-27-32-38-43,1/30/06
10-25-27-29-30-34,2/1/06
11-12-14-17-25-40,2/3/06
2-7-10-21-27-38,2/6/06
12-14-17-19-27-29,2/8/06
23-29-32-35-39-45,2/10/06
19-31-39-40-41-44,2/13/06
6-16-18-22-33-37,2/15/06
9-15-20-31-40-45,2/17/06
10-11-25-30-32-37,2/20/06
7-14-15-20-43-44,2/22/06
8-13-20-26-36-44,2/24/06
9-11-24-26-31-44,2/27/06
2-7-18-23-24-37,3/1/06
4-13-21-30-36-44,3/3/06
5-6-8-13-26-34,3/6/06
2-12-16-23-36-45,3/8/06
1-2-24-35-41-43,3/10/06
2-10-11-12-42-43,3/13/06
6-23-25-31-34-42,3/15/06
3-15-23-24-30-45,3/17/06
11-12-27-31-41-45,3/20/06
16-19-20-27-32-35,3/22/06
6-18-20-23-44-45,3/24/06
1-4-16-26-35-38,3/27/06
20-25-26-32-38-41,3/29/06
5-16-25-26-37-43,3/31/06
3-21-22-40-43-45,4/3/06
4-5-7-17-28-34,4/5/06
15-26-35-38-41-42,4/7/06
3-5-9-17-36-37,4/10/06
24-32-34-38-41-42,4/12/06
4-22-24-36-39-45,4/17/06
7-11-13-16-22-42,4/19/06
11-12-14-20-32-44,4/21/06
19-28-33-38-40-43,4/24/06
9-16-25-33-36-39,4/26/06
2-6-10-17-37-42,4/28/06
1-8-9-22-23-40,5/1/06
1-13-28-29-35-39,5/3/06
4-13-20-22-24-30,5/5/06
1-4-15-24-25-31,5/8/06
5-11-23-33-41-44,5/10/06
7-10-22-26-28-30,5/12/06
10-24-32-33-36-41,5/15/06
20-24-31-38-40-43,5/17/06
31-32-34-41-42-44,5/19/06
3-5-19-23-29-39,5/22/06
9-26-31-32-39-40,5/24/06
6-31-33-41-44-45,5/26/06
10-17-21-26-30-39,5/29/06
11-12-29-31-33-40,5/31/06
13-19-28-30-33-35,6/2/06
6-21-27-29-32-41,6/5/06
10-11-15-17-25-26,6/7/06
11-13-15-23-31-38,6/9/06
9-13-31-33-34-36,6/12/06
4-18-24-28-30-33,6/14/06
8-20-31-32-33-40,6/16/06
13-16-31-35-42-45,6/19/06
27-30-38-39-40-44,6/21/06
4-8-34-39-41-42,6/23/06
3-7-11-25-31-35,6/26/06
08-19-37-05-22-26,6/28/06
4 -12-14-15-17-33,6/30/06
41-25-02-27-08-28,7/3/06
30-15-03-40-28-10,7/5/06
30-13-42-45-40-38,7/7/06
29-14-16-44-21-28,7/10/06
16-25-34-01-30-32,7/12/06
45-28-39-34-07-26,7/14/06
02-29-43-14-26-06,7/17/06
09-30-13-24-38-21,7/19/06
32-33-16-08-06-01,7/21/06
25-07-32-13-18-03,7/24/06
19-29-10-03-38-05,7/26/06
03-17-18-21-29-39,7/28/06
21-17-39-04-27-07,7/31/06
32-27-05-07-06-13,8/2/06
6 -21-23-31-37-39,8/4/06
15-29-27-26-38-33,8/7/06
38-11-29-39-06-24,8/9/06
26-43-35-10-23-27,8/11/06
02-17-20-29-30-33,8/14/06
05-27-38-03-18-37,8/16/06
43-10-38-39-11-40,8/18/06
22-20-25-23-08-07,8/21/06
28-14-15-32-23-36,8/23/06
24-15-37-41-03-16,8/25/06
23-08-16-44-03-26,8/28/06
15-27-36-26-06-33,8/30/06
20-29-04-23-02-25,9/1/06
35-15-30-11-06-08,9/4/06
32-39-23-21-16-28,9/6/06
07-34-37-06-27-04,9/8/06
04-26-12-11-25-13,9/11/06
13-10-02-30-18-19,9/13/06
38-23-16-24-28-39,9/15/06
22-26-30-12-24-13,9/18/06
04-34-17-33-09-07,9/20/06
08-23-16-07-43-21,9/22/06
39-03-15-12-32-36,9/25/06
44-45-10-07-01-05,9/27/06
26-30-25-33-22-44,10/2/06
02-38-24-40-06-31,9/29/06
31-45-15-01-02-17,10/4/06
03-14-32-24-38-08,10/6/06
41-40-23-29-30-22,10/9/06
01-04-36-37-16-09,10/11/06
37-22-03-32-25-38,10/13/06
30-14-19-22-40-34,10/16/06
10-32-38-04-30-29,10/18/06
21-15-13-39-35-04,10/20/06
28-36-25-42-07-32,10/23/06
45-01-13-29-34-09,10/25/06
11-08-40-21-17-06,10/27/06
13-40-42-36-20-30,10/30/06
34-23-07-42-35-10,11/1/06
27-14-45-44-17-10,11/3/06
37-03-21-35-12-23,11/6/06
21-28-43-34-13-05,11/8/06
36-40-05-33-34-22,11/10/06
43-08-42-13-29-34,11/13/06
23-27-33-34-38-44,11/15/06
1-19-29-33-37-45,11/17/06
13-18-20-28-30-44,11/20/06
1-9-14-15-20-44,11/22/06
12-21-32-34-36-45,11/24/06
16-18-29-33-41-42,11/27/06
33-28-17-37-39-22,11/29/06
22-31-34-36-42-43,12/1/06
4-6-7-9-26-34,12/4/06
6-10-14-23-29-43,12/6/06
8-15-20-21-24-40,12/8/06
10-12-19-21-22-37,12/11/06
1-2-3-7-29-33,12/13/06
13-21-34-36-39-44,12/15/06
2-7-13-23-32-44,12/18/06
5-6-15-25-34-42,12/20/06
2-10-21-30-43-44,12/22/06
1-5-14-23-34-42,12/27/06
2-3-12-24-28-44,12/29/06
2-9-11-27-32-34,1/3/07
6-7-9-20-27-29,1/5/07
7-9-24-39-41-43,1/8/07
8-10-25-26-40-41,1/10/07
5-6-25-26-29-30,1/12/07
15-16-17-18-25-28,1/15/07
6-15-16-20-29-37,1/17/07
9-18-31-40-42-45,1/19/07
20-27-28-29-32-45,1/22/07
25-32-37-38-41-43,1/24/07
3-6-9-11-13-22,1/26/07
14-23-34-35-37-39,1/29/07
12-13-14-23-27-44,1/31/07
12-15-20-24-44-45,2/2/07
8-9-16-37-39-44,2/5/07
10-18-26-29-34-40,2/7/07
8-9-23-41-44-45,2/9/07
4-12-21-22-37-42,2/12/07
19-22-27-30-37-38,2/14/07
10-11-15-20-34-43,2/16/07
1-5-23-24-32-41,2/19/07
2-17-33-34-39-42,2/21/07
4-10-11-16-37-41,2/23/07
1-6-8-22-29-30,2/26/07
5-11-18-20-26-27,2/28/07
7-11-16-30-34-44,3/2/07
2-5-13-14-20-45,3/5/07
4-24-25-26-38-44,3/7/07
3-4-22-24-26-27,3/9/07
1-6-18-23-30-42,3/12/07
9-11-18-27-34-45,3/14/07
2-7-22-23-25-28,3/16/07
3-5-8-9-12-34,3/19/07
2-4-19-20-21-30,3/21/07
1-6-8-13-28-38,3/23/07
6-13-24-28-40-42,3/26/07
25-26-29-31-35-36,3/28/07
1-7-10-15-17-20,3/30/07
3-22-23-25-26-29,4/2/07
9-10-14-30-42-45,4/4/07
8-16-20-30-33-41,4/9/07
10-19-24-27-33-36,4/11/07
1-9-25-27-42-43,4/13/07
2-4-11-12-24-37,4/16/07
1-8-20-25-28-45,4/18/07
20-22-25-29-30-31,4/20/07
7-10-18-33-38-43,4/23/07
7-10-21-24-29-33,4/25/07
5-7-11-26-33-43,4/27/07
10-15-21-22-30-32,4/30/07
13-17-21-26-31-43,5/2/07
22-24-32-42-43-45,5/4/07
6-9-23-24-26-27,5/7/07
8-21-22-27-40-41,5/9/07
14-17-20-21-25-39,5/11/07
5-8-16-37-44-45,5/14/07
15-22-32-34-42-43,5/16/07
7-12-13-18-22-32,5/18/07
4-5-8-12-36-38,5/21/07
2-3-22-23-31-42,5/23/07
3-6-11-12-25-35,5/25/07
4-9-14-16-20-42,5/28/07
4-9-10-22-27-32,5/30/07
11-12-20-24-25-33,6/1/07
2-9-16-21-32-37,6/4/07
8-10-12-18-41-45,6/6/07
6-18-27-33-42-45,6/8/07
1-10-11-31-32-33,6/11/07
13-17-24-30-31-44,6/13/07
3-4-28-41-43-45,6/15/07
1-9-23-39-42-45,6/18/07
7-10-12-21-23-40,6/20/07
7-22-23-28-36-43,6/22/07
6-10-18-40-41-45,6/25/07
15-22-32-34-39-43,6/27/07
6-7-10-28-34-37,6/29/07
1-9-16-24-32-42,7/2/07
9-30-31-32-34-44,7/4/07
2-7-12-14-17-37,7/6/07
3-18-20-27-33-37,7/9/07
8-21-28-29-33-43,7/11/07
1-2-5-6-9-16,7/13/07
4-5-7-17-24-34,7/16/07
4-10-30-39-44-45,7/18/07
10-24-26-27-34-38,7/20/07
9-11-13-20-24-36,7/23/07
14-15-20-26-33-34,7/25/07
3-15-22-34-36-45,7/27/07
15-26-28-34-38-40,7/30/07
8-13-34-37-38-45,8/1/07
4-27-30-34-38-43,8/3/07
5-6-9-31-38-44,8/6/07
1-17-20-23-28-34,8/8/07
10-14-18-26-33-39,8/10/07
5-15-17-19-24-25,8/13/07
6-12-15-23-29-38,8/15/07
9-13-17-20-24-40,8/17/07
7-11-17-24-27-41,8/20/07
7-10-15-18-33-34,8/22/07
16-26-36-41-42-45,8/24/07
4-17-18-23-32-36,8/27/07
6-12-19-20-40-43,8/29/07
5-25-27-33-34-45,8/31/07
13-15-16-17-19-28,9/3/07
6-13-20-25-35-36,9/5/07
7-15-23-29-36-42,9/7/07
15-27-33-35-37-39,9/10/07
12-26-27-39-42-44,9/12/07
8-12-20-28-38-40,9/14/07
2-16-19-25-35-43,9/17/07
6-14-28-34-35-39,9/19/07
2-7-12-18-19-36,9/21/07
13-22-25-31-32-45,9/24/07
5-7-8-20-29-35,9/26/07
3-4-5-14-24-39,9/28/07
1-11-26-30-31-45,10/1/07
10-16-23-24-29-44,10/3/07
5-13-14-15-25-43,10/5/07
3-18-25-26-29-30,10/8/07
1-3-18-23-25-30,10/10/07
7-22-27-29-39-40,10/12/07
2-8-13-16-17-43,10/15/07
6-13-21-29-30-35,10/17/07
4-21-34-36-37-43,10/19/07
1-4-17-24-28-29,10/22/07
5-10-29-32-36-40,10/24/07
2-23-26-27-32-39,10/26/07
1-4-10-13-15-37,10/29/07
8-10-12-14-24-41,10/31/07
3-23-25-26-29-36,11/2/07
3-4-12-14-18-26,11/5/07
3-4-5-10-32-40,11/7/07
10-22-27-28-29-34,11/9/07
11-14-18-23-39-44,11/12/07
1-3-23-33-44-45,11/14/07
1-8-16-27-29-42,11/16/07
1-14-15-18-36-37,11/19/07
7-12-14-28-38-43,11/21/07
14-18-38-40-42-45,11/23/07
10-12-16-24-39-44,11/26/07
13-15-19-26-28-37,11/28/07
15-19-25-27-33-41,11/30/07
5-19-27-38-39-42,12/3/07
1-6-9-34-37-38,12/5/07
1-6-15-29-30-37,12/7/07
11-14-20-31-36-40,12/10/07
4-18-25-28-42-43,12/12/07
12-20-23-25-32-38,12/14/07
6-16-19-22-36-41,12/17/07
16-20-27-28-35-36,12/21/07
1-16-18-30-39-43,12/19/07
12-15-22-27-30-44,12/24/07
2-5-19-30-37-44,12/26/07
4-13-14-21-36-44,12/28/07
1-6-14-15-16-39,12/31/07
1-5-24-30-35-36,1/2/08
25-27-32-34-37-42,1/4/08
11-17-18-22-33-41,1/7/08
3-10-16-21-38-43,1/9/08
9-12-20-26-30-39,1/11/08
3-19-25-27-31-32,1/14/08
10-15-18-19-29-33,1/16/08
10-11-17-26-38-45,1/18/08
3-26-28-33-38-43,1/21/08
1-4-8-14-20-37,1/23/08
2-5-10-34-40-42,1/25/08
7-14-15-18-25-40,1/28/08
11-23-25-29-31-36,1/30/08
13-14-15-18-21-45,2/1/08
4-9-21-25-26-41,2/4/08
5-7-24-26-32-38,2/6/08
1-3-7-33-35-44,2/8/08
4-12-13-19-33-42,2/11/08
3-5-27-30-32-43,2/13/08
9-17-31-38-43-45,2/15/08
3-8-25-29-34-38,2/18/08
5-11-17-20-29-32,2/20/08
5-6-10-19-24-43,2/22/08
3-9-14-16-22-33,2/25/08
5-12-17-25-30-45,2/27/08
4-18-32-35-38-40,2/29/08
8-9-20-22-31-33,3/3/08
3-4-7-21-33-34,3/5/08
6-16-17-20-26-35,3/7/08
7-8-13-15-28-38,3/10/08
9-34-35-36-37-41,3/12/08
7-18-19-23-24-25,3/14/08
16-19-29-34-36-44,3/17/08
10-19-30-36-40-45,3/19/08
3-4-15-18-22-32,3/24/08
11-17-20-22-33-45,3/26/08
11-13-14-20-25-43,3/28/08
9-16-20-21-35-37,3/31/08
4-14-16-18-29-33,4/2/08
2-14-19-33-40-45,4/4/08
1-6-10-18-28-38,4/7/08
1-6-18-21-32-34,4/9/08
12-19-20-32-36-37,4/11/08
13-18-21-27-30-32,4/14/08
6-13-17-21-32-45,4/16/08
13-14-20-25-37-44,4/18/08
19-28-33-36-39-44,4/21/08
3-6-10-21-27-44,4/23/08
1-14-17-23-25-42,4/25/08
3-7-11-35-41-43,4/28/08
6-12-19-23-24-37,4/30/08
1-8-17-23-27-30,5/2/08
9-22-26-32-41-45,5/5/08
12-26-27-35-37-41,5/7/08
4-14-19-34-40-41,5/9/08
4-7-10-18-35-43,5/12/08
7-8-17-22-33-42,5/14/08
13-26-37-40-42-43,5/16/08
9-15-20-27-30-32,5/19/08
2-25-29-35-37-41,5/21/08
8-20-21-22-30-33,5/23/08
1-2-9-33-37-44,5/26/08
2-6-17-18-23-39,5/28/08
11-14-19-29-39-44,5/30/08
7-17-25-26-33-36,6/2/08
5-6-12-22-30-32,6/4/08
6-16-30-34-41-43,6/6/08
6-8-20-36-39-44,6/9/08
16-18-23-28-32-39,6/11/08
2-6-22-34-35-39,6/13/08
3-7-21-22-24-26,6/16/08
10-34-32-25-11-44,6/18/08
08-41-42-30-17-37,6/20/08
29-22-05-23-44-12,6/23/08
45-08-24-26-15-38,6/25/08
44-03-11-18-25-13,6/27/08
29-31-39-42-44-11,6/30/08
18-14-32-01-03-38,7/2/08
31-28-26-39-12-42,7/4/08
23-22-30-02-18-19,7/7/08
13-30-11-10-08-16,7/9/08
13-16-24-31-17-08,7/11/08
25-35-10-27-15-08,7/14/08
36-28-03-35-30-12,7/16/08
15-07-29-09-16-43,7/18/08
04-14-20-37-02-18,7/21/08
06-31-33-12-18-11,7/23/08
23-05-19-11-31-44,7/25/08
04-21-08-24-07-42,7/28/08
35-25-24-23-34-44,7/30/08
36-19-29-43-02-17,8/1/08
43-11-32-40-16-02,8/4/08
03-23-42-11-05-15,8/6/08
14-45-16-19-04-21,8/8/08
17-01-11-42-15-33,8/11/08
04-34-37-19-17-42,8/13/08
28-12-18-27-10-38,8/15/08
19-06-15-37-25-31,8/18/08
40-22-44-18-36-17,8/20/08
30-17-34-28-16-05,8/22/08
22-02-03-42-13-17,8/25/08
18-01-42-15-43-20,8/27/08
16-34-36-19-42-43,8/29/08
14-13-45-41-15-19,9/1/08
15-32-26-25-11-27,9/3/08
26-37-34-20-03-25,9/5/08
27-24-37-19-02-39,9/8/08
42-25-22-35-41-15,9/10/08
06-36-20-30-16-02,9/12/08
03-15-21-06-32-09,9/15/08
19-15-43-17-24-18,9/17/08
39-10-32-09-28-22,9/19/08
32-04-31-42-11-30,9/22/08
29-15-19-05-30-43,9/24/08
02-33-07-23-27-43,9/26/08
08-37-10-24-26-09,9/29/08
03-09-07-38-26-06,10/1/08
35-22-19-31-13-05,10/3/08
10-14-33-32-38-37,10/6/08
44-08-25-32-37-42,10/8/08
05-09-30-32-36-07,10/10/08
24-28-02-35-07-27,10/13/08
33-42-28-34-08-17,10/15/08
03-22-26-35-40-37,10/17/08
31-45-34-29-13-32,10/20/08
