3-4-11-14-40-41,1/3/06
8-24-25-35-36-38,1/7/06
4-6-12-32-41-42,1/10/06
6-7-17-18-26-40,1/14/06
13-19-28-29-31-32,1/17/06
14-18-19-26-36-42,1/21/06
11-21-23-29-31-38,1/24/06
10-13-25-29-32-33,1/28/06
3-12-19-20-23-37,1/31/06
7-10-14-17-22-32,2/4/06
1-9-10-32-33-39,2/7/06
16-22-30-31-32-34,2/11/06
8-19-24-25-30-36,2/14/06
17-23-26-33-35-37,2/18/06
3-8-19-26-30-39,2/21/06
1-2-7-12-26-39,2/25/06
2-3-5-15-24-28,2/28/06
2-12-24-32-35-39,3/4/06
16-18-21-22-23-25,3/7/06
9-11-13-14-15-30,3/11/06
1-16-18-31-32-37,3/14/06
4-21-22-25-40-41,3/18/06
9-15-16-24-28-39,3/21/06
1-7-16-17-19-27,3/25/06
4-6-16-19-34-38,3/28/06
4-6-14-24-32-37,4/1/06
7-11-21-25-28-40,4/4/06
5-8-16-31-32-41,4/8/06
14-19-21-36-39-40,4/11/06
7-15-17-18-20-33,4/18/06
17-22-23-25-37-42,4/22/06
2-6-12-14-17-24,4/25/06
6-15-23-34-41-42,4/29/06
2-7-8-12-34-36,5/2/06
8-10-29-30-31-36,5/6/06
11-12-29-32-37-39,5/9/06
16-19-22-25-39-40,5/13/06
7-11-15-21-36-40,5/16/06
4-5-10-15-28-33,5/20/06
2-5-6-12-14-15,5/23/06
5-12-20-35-37-41,5/27/06
17-19-29-33-38-40,5/30/06
13-17-35-38-39-40,6/3/06
9-18-20-21-24-28,6/6/06
4-9-27-28-29-41,6/10/06
4-9-24-26-27-36,6/13/06
19-20-23-24-33-39,6/17/06
1-18-22-30-36-42,6/20/06
10-16-21-23-24-26,6/24/06
10-11-18-19-22-36,6/27/06
4 -39-14-27-18-22,7/1/06
01-06-22-25-38-39,7/4/06
17-22-01-02-26-14,7/8/06
26-16-04-13-11-34,7/11/06
35-13-24-22-16-27,7/15/06
03-04-24-26-33-42,7/18/06
15-11-04-14-29-30,7/22/06
32-22-17-16-18-04,7/25/06
11-17-19-34-36-38,7/29/06
14-41-01-09-22-23,8/1/06
29-08-03-09-30-41,8/5/06
18-41-31-08-42-30,8/8/06
05-17-24-27-40-41,8/12/06
02-06-07-08-10-18,8/15/06
01-22-26-29-36-41,8/22/06
17-30-27-22-33-02,8/26/06
35-21-27-12-25-11,8/29/06
14-42-09-15-34-19,9/2/06
18-25-19-31-15-16,9/5/06
30-01-28-31-12-20,9/9/06
14-37-28-30-16-35,9/12/06
19-07-39-08-17-27,9/16/06
09-24-02-13-08-41,9/19/06
31-32-19-27-26-02,9/23/06
32-27-36-07-17-21,9/26/06
30-03-27-01-08-22,9/30/06
02-22-11-17-07-12,10/3/06
31-37-11-24-28-32,10/7/06
12-14-07-42-24-37,10/10/06
13-30-09-04-41-19,10/14/06
14-21-13-19-17-26,10/17/06
12-16-09-18-23-04,10/21/06
38-13-17-06-42-41,10/24/06
37-28-08-25-17-33,10/28/06
26-20-39-33-11-15,10/31/06
19-40-27-05-07-16,11/4/06
15-22-10-18-02-08,11/7/06
34-31-26-35-39-03,11/11/06
16-39-19-12-07-17,11/14/06
6-7-22-29-35-36,11/18/06
8-11-32-35-38-39,11/21/06
2-5-8-10-40-41,11/25/06
15-18-19-21-38-41,11/28/06
9-14-22-25-34-37,12/2/06
1-16-19-27-38-41,12/5/06
3-11-13-16-28-29,12/9/06
4-8-10-16-29-41,12/12/06
9-18-19-30-35-38,12/16/06
12-17-20-21-23-27,12/19/06
9-14-32-34-37-39,12/23/06
13-16-20-25-32-40,12/26/06
12-19-27-30-36-37,12/30/06
4-7-8-17-29-32,1/2/07
4-15-19-22-30-39,1/6/07
11-14-16-29-39-41,1/9/07
11-17-19-29-32-40,1/13/07
1-2-3-5-23-37,1/16/07
3-13-20-25-29-37,1/20/07
4-6-21-26-27-28,1/23/07
6-9-10-12-23-29,1/27/07
2-3-13-14-26-37,1/30/07
4-21-24-27-30-34,2/3/07
3-6-13-31-36-42,2/6/07
12-29-33-37-38-40,2/10/07
6-18-20-27-30-42,2/13/07
2-4-18-27-38-42,2/17/07
17-23-27-29-30-35,2/20/07
2-7-22-25-26-36,2/24/07
7-17-27-29-37-39,2/27/07
2-15-20-25-35-40,3/3/07
8-12-13-24-26-34,3/6/07
8-16-26-27-28-31,3/10/07
17-18-23-36-38-39,3/13/07
1-6-7-26-29-33,3/17/07
3-18-20-36-38-41,3/20/07
20-24-27-28-38-42,3/24/07
15-20-21-23-30-36,3/27/07
1-19-26-31-33-41,3/31/07
1-5-6-19-24-38,4/3/07
1-16-21-29-31-34,4/10/07
12-13-23-26-29-37,4/14/07
12-13-16-20-26-40,4/17/07
4-11-12-30-31-40,4/21/07
16-18-19-25-31-36,4/24/07
5-6-7-10-28-42,4/28/07
8-11-22-28-30-40,5/1/07
6-11-12-16-21-26,5/5/07
8-12-13-19-20-21,5/8/07
2-3-24-27-38-41,5/12/07
3-6-13-14-38-41,5/15/07
8-10-18-30-32-34,5/19/07
4-14-18-23-34-39,5/22/07
1-7-12-13-40-42,5/26/07
9-11-12-14-18-22,5/29/07
12-19-37-39-40-41,6/2/07
23-28-32-33-34-39,6/5/07
11-13-14-15-24-42,6/9/07
2-7-19-25-38-41,6/12/07
9-10-12-17-21-37,6/16/07
7-25-31-34-35-40,6/19/07
1-3-11-13-14-27,6/23/07
11-16-26-27-32-33,6/26/07
5-15-19-21-28-41,6/30/07
1-15-22-27-37-41,7/3/07
4-6-11-19-31-39,7/7/07
13-16-17-19-29-30,7/10/07
16-20-24-28-30-33,7/14/07
1-7-10-16-19-31,7/17/07
4-6-9-14-19-27,7/21/07
4-13-15-22-28-42,7/24/07
2-8-10-17-34-42,7/28/07
1-2-11-26-29-40,7/31/07
2-5-14-26-37-42,8/4/07
5-19-20-31-35-39,8/7/07
10-12-14-21-26-30,8/11/07
6-9-19-27-37-40,8/14/07
5-8-16-31-36-42,8/18/07
1-3-12-18-24-31,8/21/07
4-16-22-26-35-37,8/25/07
1-4-11-32-40-42,8/28/07
3-6-10-16-26-27,9/1/07
6-22-32-36-37-39,9/4/07
7-17-22-27-31-39,9/8/07
4-13-17-26-34-35,9/11/07
15-17-21-22-23-24,9/15/07
13-17-18-22-25-35,9/18/07
1-5-21-22-27-29,9/22/07
6-19-28-33-34-42,9/25/07
6-9-11-21-27-35,9/29/07
1-3-9-14-18-26,10/2/07
3-6-20-25-27-41,10/6/07
4-22-31-34-39-40,10/9/07
8-9-27-33-36-41,10/13/07
13-21-26-32-39-41,10/16/07
14-30-34-38-40-41,10/20/07
2-11-23-36-38-42,10/23/07
3-11-28-30-35-37,10/27/07
6-12-14-21-36-37,10/30/07
6-8-16-19-25-38,11/3/07
7-30-31-35-36-38,11/6/07
10-12-13-19-29-38,11/10/07
18-24-25-29-37-40,11/13/07
12-16-26-27-29-42,11/17/07
6-15-20-21-40-41,11/20/07
6-11-12-19-40-41,11/24/07
8-16-17-24-36-40,11/27/07
14-22-23-26-31-41,12/1/07
10-14-19-20-23-35,12/4/07
5-12-16-21-29-34,12/8/07
8-16-22-24-34-41,12/11/07
12-13-14-25-30-34,12/15/07
2-5-13-20-27-36,12/18/07
3-9-18-25-33-38,12/22/07
8-19-27-31-34-39,12/29/07
3-5-7-21-27-32,1/5/08
4-6-15-21-25-29,1/8/08
5-14-15-17-28-34,1/12/08
14-17-21-22-40-42,1/15/08
15-16-19-20-31-40,1/19/08
9-13-15-30-33-39,1/22/08
1-11-21-22-23-29,1/26/08
6-8-10-31-41-42,1/29/08
9-21-23-24-26-40,2/2/08
2-6-16-27-32-42,2/5/08
3-5-14-25-36-41,2/9/08
4-7-16-24-38-42,2/12/08
3-4-7-8-32-36,2/16/08
4-10-16-19-24-30,2/19/08
2-8-21-30-33-34,2/23/08
7-11-16-19-33-38,2/26/08
1-7-11-13-24-38,3/1/08
1-15-18-31-35-38,3/4/08
6-10-11-24-33-42,3/8/08
5-17-28-35-39-42,3/11/08
3-11-13-17-24-31,3/15/08
6-14-20-22-27-29,3/18/08
3-7-20-22-35-42,3/25/08
13-14-20-27-30-34,3/29/08
1-10-19-21-22-24,4/1/08
19-21-29-36-37-42,4/5/08
2-25-30-35-36-42,4/8/08
12-22-23-26-36-37,4/12/08
4-6-25-35-38-42,4/15/08
1-16-28-37-41-42,4/19/08
9-15-18-23-28-40,4/22/08
6-9-16-32-34-37,4/26/08
7-9-18-28-35-39,4/29/08
1-2-19-23-34-41,5/3/08
1-6-11-31-35-42,5/6/08
3-12-17-26-32-42,5/10/08
22-26-27-31-36-39,5/13/08
